id,name,full_name,owner,description,language,topics,stargazers_count,forks_count,watchers_count,open_issues_count,created_at,updated_at,pushed_at,license,readme,languages_detail,fork,industry_code,industry_name,confidence,reasoning,owner_login
744,repo_744,dev_peru_105/repo_744,{'login': 'dev_peru_105'},A Python project for industry B.,Python,"['python', 'peru']",0,0,0,7,2017-01-20T00:00:00Z,2023-05-27T00:00:00Z,2028-04-10T00:00:00Z,,"# Repo 744
A demo project.",{'Python': 47265},False,O,Public administration and defense,medium,Synthetic classification.,dev_peru_105
745,repo_745,dev_peru_105/repo_745,{'login': 'dev_peru_105'},A JavaScript project for industry P.,JavaScript,"['javascript', 'peru']",57,22,57,1,2019-12-14T00:00:00Z,2026-12-31T00:00:00Z,2030-12-14T00:00:00Z,{'name': 'MIT'},"# Repo 745
A demo project.",{'JavaScript': 30999},False,P,Education,high,Synthetic classification.,dev_peru_105
746,repo_746,dev_peru_105/repo_746,{'login': 'dev_peru_105'},A Swift project for industry E.,Swift,"['swift', 'peru']",3,0,3,3,2018-12-02T00:00:00Z,2024-01-19T00:00:00Z,2025-04-14T00:00:00Z,{'name': 'MIT'},"# Repo 746
A demo project.",{'Swift': 12839},False,F,Construction,low,Synthetic classification.,dev_peru_105
747,repo_747,dev_peru_105/repo_747,{'login': 'dev_peru_105'},A Dart project for industry S.,Dart,"['dart', 'peru']",2,0,2,18,2017-05-19T00:00:00Z,2029-07-18T00:00:00Z,2033-11-23T00:00:00Z,,"# Repo 747
A demo project.",{'Dart': 38407},False,F,Construction,medium,Synthetic classification.,dev_peru_105
748,repo_748,dev_peru_105/repo_748,{'login': 'dev_peru_105'},A JavaScript project for industry P.,JavaScript,"['javascript', 'peru']",27,3,27,3,2024-12-13T00:00:00Z,2026-09-08T00:00:00Z,2023-04-17T00:00:00Z,,"# Repo 748
A demo project.",{'JavaScript': 45606},False,D,"Electricity, gas, steam supply",medium,Synthetic classification.,dev_peru_105
749,repo_749,dev_peru_105/repo_749,{'login': 'dev_peru_105'},A PHP project for industry D.,PHP,"['php', 'peru']",23,5,23,10,2016-09-21T00:00:00Z,2023-04-29T00:00:00Z,2023-11-29T00:00:00Z,,"# Repo 749
A demo project.",{'PHP': 47380},False,P,Education,medium,Synthetic classification.,dev_peru_105
750,repo_750,dev_peru_105/repo_750,{'login': 'dev_peru_105'},A Ruby project for industry T.,Ruby,"['ruby', 'peru']",2,0,2,0,2018-09-11T00:00:00Z,2033-11-16T00:00:00Z,2023-06-29T00:00:00Z,{'name': 'MIT'},"# Repo 750
A demo project.",{'Ruby': 30694},False,K,Financial and insurance activities,low,Synthetic classification.,dev_peru_105
751,repo_751,dev_peru_106/repo_751,{'login': 'dev_peru_106'},A Rust project for industry G.,Rust,"['rust', 'peru']",63,15,63,1,2023-12-28T00:00:00Z,2030-03-21T00:00:00Z,2026-03-04T00:00:00Z,,"# Repo 751
A demo project.",{'Rust': 4639},False,C,Manufacturing,low,Synthetic classification.,dev_peru_106
752,repo_752,dev_peru_106/repo_752,{'login': 'dev_peru_106'},A Go project for industry M.,Go,"['go', 'peru']",22,4,22,8,2016-12-30T00:00:00Z,2025-09-10T00:00:00Z,2033-10-27T00:00:00Z,{'name': 'MIT'},"# Repo 752
A demo project.",{'Go': 27143},False,C,Manufacturing,high,Synthetic classification.,dev_peru_106
753,repo_753,dev_peru_106/repo_753,{'login': 'dev_peru_106'},A Swift project for industry M.,Swift,"['swift', 'peru']",48,5,48,12,2018-03-13T00:00:00Z,2030-04-04T00:00:00Z,2031-06-10T00:00:00Z,{'name': 'MIT'},"# Repo 753
A demo project.",{'Swift': 11101},False,D,"Electricity, gas, steam supply",medium,Synthetic classification.,dev_peru_106
754,repo_754,dev_peru_106/repo_754,{'login': 'dev_peru_106'},A Kotlin project for industry J.,Kotlin,"['kotlin', 'peru']",22,7,22,19,2016-06-21T00:00:00Z,2027-01-10T00:00:00Z,2030-06-18T00:00:00Z,,"# Repo 754
A demo project.",{'Kotlin': 25081},False,Q,Human health and social work,high,Synthetic classification.,dev_peru_106
755,repo_755,dev_peru_106/repo_755,{'login': 'dev_peru_106'},A Kotlin project for industry M.,Kotlin,"['kotlin', 'peru']",27,5,27,15,2018-01-04T00:00:00Z,2029-04-25T00:00:00Z,2029-09-24T00:00:00Z,,"# Repo 755
A demo project.",{'Kotlin': 28691},False,L,Real estate activities,low,Synthetic classification.,dev_peru_106
756,repo_756,dev_peru_106/repo_756,{'login': 'dev_peru_106'},A TypeScript project for industry N.,TypeScript,"['typescript', 'peru']",10,2,10,2,2015-06-15T00:00:00Z,2028-10-03T00:00:00Z,2026-10-31T00:00:00Z,{'name': 'MIT'},"# Repo 756
A demo project.",{'TypeScript': 45331},False,H,Transportation and storage,low,Synthetic classification.,dev_peru_106
757,repo_757,dev_peru_106/repo_757,{'login': 'dev_peru_106'},A Ruby project for industry P.,Ruby,"['ruby', 'peru']",14,4,14,16,2022-01-22T00:00:00Z,2030-04-05T00:00:00Z,2028-11-19T00:00:00Z,,"# Repo 757
A demo project.",{'Ruby': 31685},False,N,Administrative and support activities,high,Synthetic classification.,dev_peru_106
758,repo_758,dev_peru_106/repo_758,{'login': 'dev_peru_106'},A Rust project for industry E.,Rust,"['rust', 'peru']",7,1,7,4,2022-09-03T00:00:00Z,2033-02-15T00:00:00Z,2026-05-15T00:00:00Z,{'name': 'MIT'},"# Repo 758
A demo project.",{'Rust': 35281},False,N,Administrative and support activities,medium,Synthetic classification.,dev_peru_106
759,repo_759,dev_peru_106/repo_759,{'login': 'dev_peru_106'},A Go project for industry C.,Go,"['go', 'peru']",31,2,31,1,2020-10-03T00:00:00Z,2024-03-16T00:00:00Z,2028-09-22T00:00:00Z,,"# Repo 759
A demo project.",{'Go': 7192},False,O,Public administration and defense,low,Synthetic classification.,dev_peru_106
760,repo_760,dev_peru_106/repo_760,{'login': 'dev_peru_106'},A C# project for industry I.,C#,"['c#', 'peru']",9,2,9,11,2017-11-09T00:00:00Z,2029-07-26T00:00:00Z,2023-12-01T00:00:00Z,{'name': 'MIT'},"# Repo 760
A demo project.",{'C#': 2066},False,D,"Electricity, gas, steam supply",low,Synthetic classification.,dev_peru_106
761,repo_761,dev_peru_106/repo_761,{'login': 'dev_peru_106'},A Ruby project for industry F.,Ruby,"['ruby', 'peru']",84,17,84,12,2015-07-05T00:00:00Z,2023-12-08T00:00:00Z,2027-09-01T00:00:00Z,{'name': 'MIT'},"# Repo 761
A demo project.",{'Ruby': 20506},False,K,Financial and insurance activities,low,Synthetic classification.,dev_peru_106
762,repo_762,dev_peru_106/repo_762,{'login': 'dev_peru_106'},A C# project for industry O.,C#,"['c#', 'peru']",5,1,5,19,2024-01-22T00:00:00Z,2025-12-21T00:00:00Z,2026-10-30T00:00:00Z,{'name': 'MIT'},"# Repo 762
A demo project.",{'C#': 13267},False,G,Wholesale and retail trade,high,Synthetic classification.,dev_peru_106
763,repo_763,dev_peru_107/repo_763,{'login': 'dev_peru_107'},A C# project for industry I.,C#,"['c#', 'peru']",7,2,7,3,2019-11-12T00:00:00Z,2028-12-28T00:00:00Z,2023-03-15T00:00:00Z,,"# Repo 763
A demo project.",{'C#': 8646},False,A,"Agriculture, forestry and fishing",high,Synthetic classification.,dev_peru_107
764,repo_764,dev_peru_107/repo_764,{'login': 'dev_peru_107'},A Ruby project for industry M.,Ruby,"['ruby', 'peru']",26,5,26,19,2023-02-21T00:00:00Z,2028-06-16T00:00:00Z,2026-05-25T00:00:00Z,{'name': 'MIT'},"# Repo 764
A demo project.",{'Ruby': 41418},False,L,Real estate activities,low,Synthetic classification.,dev_peru_107
765,repo_765,dev_peru_108/repo_765,{'login': 'dev_peru_108'},A C# project for industry J.,C#,"['c#', 'peru']",9,2,9,2,2016-05-27T00:00:00Z,2024-07-07T00:00:00Z,2023-02-26T00:00:00Z,,"# Repo 765
A demo project.",{'C#': 2041},False,G,Wholesale and retail trade,high,Synthetic classification.,dev_peru_108
766,repo_766,dev_peru_108/repo_766,{'login': 'dev_peru_108'},A Java project for industry E.,Java,"['java', 'peru']",2,0,2,20,2017-09-17T00:00:00Z,2027-11-20T00:00:00Z,2032-06-11T00:00:00Z,{'name': 'MIT'},"# Repo 766
A demo project.",{'Java': 36296},False,G,Wholesale and retail trade,high,Synthetic classification.,dev_peru_108
767,repo_767,dev_peru_108/repo_767,{'login': 'dev_peru_108'},A C++ project for industry E.,C++,"['c++', 'peru']",0,0,0,15,2019-09-25T00:00:00Z,2023-03-31T00:00:00Z,2024-04-22T00:00:00Z,,"# Repo 767
A demo project.",{'C++': 10989},False,O,Public administration and defense,medium,Synthetic classification.,dev_peru_108
768,repo_768,dev_peru_108/repo_768,{'login': 'dev_peru_108'},A Kotlin project for industry O.,Kotlin,"['kotlin', 'peru']",34,1,34,18,2017-09-20T00:00:00Z,2025-04-04T00:00:00Z,2026-04-22T00:00:00Z,{'name': 'MIT'},"# Repo 768
A demo project.",{'Kotlin': 26672},False,B,Mining and quarrying,medium,Synthetic classification.,dev_peru_108
769,repo_769,dev_peru_108/repo_769,{'login': 'dev_peru_108'},A Python project for industry N.,Python,"['python', 'peru']",11,0,11,13,2024-07-07T00:00:00Z,2028-07-23T00:00:00Z,2031-04-08T00:00:00Z,{'name': 'MIT'},"# Repo 769
A demo project.",{'Python': 48911},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_108
770,repo_770,dev_peru_108/repo_770,{'login': 'dev_peru_108'},A Python project for industry P.,Python,"['python', 'peru']",24,5,24,16,2021-08-17T00:00:00Z,2031-02-16T00:00:00Z,2029-11-09T00:00:00Z,{'name': 'MIT'},"# Repo 770
A demo project.",{'Python': 32975},False,H,Transportation and storage,low,Synthetic classification.,dev_peru_108
771,repo_771,dev_peru_108/repo_771,{'login': 'dev_peru_108'},A Python project for industry N.,Python,"['python', 'peru']",37,8,37,18,2018-07-17T00:00:00Z,2029-03-16T00:00:00Z,2023-09-18T00:00:00Z,,"# Repo 771
A demo project.",{'Python': 43487},False,N,Administrative and support activities,medium,Synthetic classification.,dev_peru_108
772,repo_772,dev_peru_108/repo_772,{'login': 'dev_peru_108'},A JavaScript project for industry U.,JavaScript,"['javascript', 'peru']",9,2,9,11,2020-01-11T00:00:00Z,2030-10-28T00:00:00Z,2027-11-22T00:00:00Z,,"# Repo 772
A demo project.",{'JavaScript': 19875},False,G,Wholesale and retail trade,medium,Synthetic classification.,dev_peru_108
773,repo_773,dev_peru_108/repo_773,{'login': 'dev_peru_108'},A PHP project for industry Q.,PHP,"['php', 'peru']",17,3,17,7,2021-08-04T00:00:00Z,2033-03-12T00:00:00Z,2030-09-06T00:00:00Z,,"# Repo 773
A demo project.",{'PHP': 40459},False,O,Public administration and defense,high,Synthetic classification.,dev_peru_108
774,repo_774,dev_peru_108/repo_774,{'login': 'dev_peru_108'},A C++ project for industry M.,C++,"['c++', 'peru']",8,2,8,13,2024-05-05T00:00:00Z,2033-07-22T00:00:00Z,2030-07-20T00:00:00Z,{'name': 'MIT'},"# Repo 774
A demo project.",{'C++': 24609},False,P,Education,high,Synthetic classification.,dev_peru_108
775,repo_775,dev_peru_108/repo_775,{'login': 'dev_peru_108'},A Go project for industry C.,Go,"['go', 'peru']",4,0,4,15,2016-06-12T00:00:00Z,2024-12-10T00:00:00Z,2025-03-28T00:00:00Z,,"# Repo 775
A demo project.",{'Go': 33255},False,D,"Electricity, gas, steam supply",medium,Synthetic classification.,dev_peru_108
776,repo_776,dev_peru_109/repo_776,{'login': 'dev_peru_109'},A C++ project for industry R.,C++,"['c++', 'peru']",20,2,20,1,2015-03-16T00:00:00Z,2027-01-09T00:00:00Z,2032-11-17T00:00:00Z,,"# Repo 776
A demo project.",{'C++': 45363},False,F,Construction,high,Synthetic classification.,dev_peru_109
777,repo_777,dev_peru_109/repo_777,{'login': 'dev_peru_109'},A Swift project for industry Q.,Swift,"['swift', 'peru']",15,5,15,1,2024-01-18T00:00:00Z,2023-09-18T00:00:00Z,2026-10-15T00:00:00Z,,"# Repo 777
A demo project.",{'Swift': 41472},False,H,Transportation and storage,high,Synthetic classification.,dev_peru_109
778,repo_778,dev_peru_109/repo_778,{'login': 'dev_peru_109'},A Dart project for industry I.,Dart,"['dart', 'peru']",14,1,14,10,2023-10-20T00:00:00Z,2026-12-26T00:00:00Z,2031-08-18T00:00:00Z,,"# Repo 778
A demo project.",{'Dart': 37505},False,I,Accommodation and food services,high,Synthetic classification.,dev_peru_109
779,repo_779,dev_peru_109/repo_779,{'login': 'dev_peru_109'},A Swift project for industry Q.,Swift,"['swift', 'peru']",1,0,1,19,2022-07-05T00:00:00Z,2024-03-02T00:00:00Z,2030-12-03T00:00:00Z,,"# Repo 779
A demo project.",{'Swift': 29693},False,O,Public administration and defense,high,Synthetic classification.,dev_peru_109
780,repo_780,dev_peru_109/repo_780,{'login': 'dev_peru_109'},A JavaScript project for industry T.,JavaScript,"['javascript', 'peru']",19,6,19,3,2024-03-27T00:00:00Z,2029-04-22T00:00:00Z,2023-06-21T00:00:00Z,{'name': 'MIT'},"# Repo 780
A demo project.",{'JavaScript': 11947},False,U,Extraterritorial organizations,high,Synthetic classification.,dev_peru_109
781,repo_781,dev_peru_109/repo_781,{'login': 'dev_peru_109'},A Swift project for industry L.,Swift,"['swift', 'peru']",4,0,4,5,2023-03-03T00:00:00Z,2026-04-11T00:00:00Z,2030-12-10T00:00:00Z,,"# Repo 781
A demo project.",{'Swift': 34154},False,P,Education,low,Synthetic classification.,dev_peru_109
782,repo_782,dev_peru_109/repo_782,{'login': 'dev_peru_109'},A Swift project for industry U.,Swift,"['swift', 'peru']",2,0,2,11,2018-10-02T00:00:00Z,2032-03-09T00:00:00Z,2024-07-18T00:00:00Z,,"# Repo 782
A demo project.",{'Swift': 14231},False,O,Public administration and defense,medium,Synthetic classification.,dev_peru_109
783,repo_783,dev_peru_109/repo_783,{'login': 'dev_peru_109'},A Rust project for industry H.,Rust,"['rust', 'peru']",20,6,20,15,2018-10-30T00:00:00Z,2026-03-20T00:00:00Z,2028-08-30T00:00:00Z,,"# Repo 783
A demo project.",{'Rust': 18433},False,L,Real estate activities,low,Synthetic classification.,dev_peru_109
784,repo_784,dev_peru_110/repo_784,{'login': 'dev_peru_110'},A PHP project for industry H.,PHP,"['php', 'peru']",44,11,44,4,2023-06-13T00:00:00Z,2031-06-14T00:00:00Z,2028-12-09T00:00:00Z,,"# Repo 784
A demo project.",{'PHP': 15954},False,E,Water supply; sewerage,medium,Synthetic classification.,dev_peru_110
785,repo_785,dev_peru_110/repo_785,{'login': 'dev_peru_110'},A R project for industry O.,R,"['r', 'peru']",13,4,13,16,2023-11-29T00:00:00Z,2030-08-26T00:00:00Z,2027-01-21T00:00:00Z,{'name': 'MIT'},"# Repo 785
A demo project.",{'R': 30004},False,E,Water supply; sewerage,high,Synthetic classification.,dev_peru_110
786,repo_786,dev_peru_110/repo_786,{'login': 'dev_peru_110'},A C# project for industry C.,C#,"['c#', 'peru']",11,3,11,2,2018-10-17T00:00:00Z,2026-07-13T00:00:00Z,2027-07-04T00:00:00Z,{'name': 'MIT'},"# Repo 786
A demo project.",{'C#': 11769},False,N,Administrative and support activities,high,Synthetic classification.,dev_peru_110
787,repo_787,dev_peru_110/repo_787,{'login': 'dev_peru_110'},A R project for industry U.,R,"['r', 'peru']",29,9,29,4,2025-02-13T00:00:00Z,2029-06-11T00:00:00Z,2023-08-25T00:00:00Z,{'name': 'MIT'},"# Repo 787
A demo project.",{'R': 47751},False,Q,Human health and social work,medium,Synthetic classification.,dev_peru_110
788,repo_788,dev_peru_110/repo_788,{'login': 'dev_peru_110'},A R project for industry R.,R,"['r', 'peru']",36,6,36,9,2023-02-03T00:00:00Z,2031-05-01T00:00:00Z,2026-07-08T00:00:00Z,{'name': 'MIT'},"# Repo 788
A demo project.",{'R': 1517},False,I,Accommodation and food services,low,Synthetic classification.,dev_peru_110
789,repo_789,dev_peru_110/repo_789,{'login': 'dev_peru_110'},A Go project for industry M.,Go,"['go', 'peru']",1,0,1,14,2022-03-22T00:00:00Z,2025-04-20T00:00:00Z,2032-12-14T00:00:00Z,{'name': 'MIT'},"# Repo 789
A demo project.",{'Go': 41513},False,U,Extraterritorial organizations,medium,Synthetic classification.,dev_peru_110
790,repo_790,dev_peru_110/repo_790,{'login': 'dev_peru_110'},A C# project for industry U.,C#,"['c#', 'peru']",29,4,29,12,2023-09-12T00:00:00Z,2025-03-19T00:00:00Z,2032-11-17T00:00:00Z,,"# Repo 790
A demo project.",{'C#': 3422},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_110
791,repo_791,dev_peru_111/repo_791,{'login': 'dev_peru_111'},A C# project for industry E.,C#,"['c#', 'peru']",65,19,65,16,2021-01-24T00:00:00Z,2026-03-08T00:00:00Z,2025-05-25T00:00:00Z,,"# Repo 791
A demo project.",{'C#': 37161},False,J,Information and communication,low,Synthetic classification.,dev_peru_111
792,repo_792,dev_peru_111/repo_792,{'login': 'dev_peru_111'},A PHP project for industry F.,PHP,"['php', 'peru']",25,7,25,0,2015-04-25T00:00:00Z,2032-12-25T00:00:00Z,2031-12-07T00:00:00Z,{'name': 'MIT'},"# Repo 792
A demo project.",{'PHP': 17953},False,H,Transportation and storage,medium,Synthetic classification.,dev_peru_111
793,repo_793,dev_peru_111/repo_793,{'login': 'dev_peru_111'},A C# project for industry Q.,C#,"['c#', 'peru']",25,4,25,3,2023-03-18T00:00:00Z,2023-09-03T00:00:00Z,2032-06-09T00:00:00Z,,"# Repo 793
A demo project.",{'C#': 42090},False,Q,Human health and social work,medium,Synthetic classification.,dev_peru_111
794,repo_794,dev_peru_111/repo_794,{'login': 'dev_peru_111'},A JavaScript project for industry U.,JavaScript,"['javascript', 'peru']",5,0,5,3,2020-01-13T00:00:00Z,2026-05-05T00:00:00Z,2029-06-02T00:00:00Z,{'name': 'MIT'},"# Repo 794
A demo project.",{'JavaScript': 30697},False,K,Financial and insurance activities,high,Synthetic classification.,dev_peru_111
795,repo_795,dev_peru_111/repo_795,{'login': 'dev_peru_111'},A Rust project for industry S.,Rust,"['rust', 'peru']",11,3,11,18,2023-01-06T00:00:00Z,2033-01-11T00:00:00Z,2033-07-07T00:00:00Z,{'name': 'MIT'},"# Repo 795
A demo project.",{'Rust': 35949},False,T,Activities of households,high,Synthetic classification.,dev_peru_111
796,repo_796,dev_peru_111/repo_796,{'login': 'dev_peru_111'},A PHP project for industry S.,PHP,"['php', 'peru']",6,0,6,4,2023-01-04T00:00:00Z,2027-03-27T00:00:00Z,2028-10-29T00:00:00Z,{'name': 'MIT'},"# Repo 796
A demo project.",{'PHP': 7896},False,K,Financial and insurance activities,low,Synthetic classification.,dev_peru_111
797,repo_797,dev_peru_111/repo_797,{'login': 'dev_peru_111'},A Go project for industry L.,Go,"['go', 'peru']",5,0,5,14,2016-02-06T00:00:00Z,2024-08-23T00:00:00Z,2030-12-24T00:00:00Z,,"# Repo 797
A demo project.",{'Go': 28004},False,C,Manufacturing,high,Synthetic classification.,dev_peru_111
798,repo_798,dev_peru_112/repo_798,{'login': 'dev_peru_112'},A R project for industry P.,R,"['r', 'peru']",9,3,9,6,2020-01-02T00:00:00Z,2023-11-16T00:00:00Z,2027-02-21T00:00:00Z,{'name': 'MIT'},"# Repo 798
A demo project.",{'R': 27394},False,S,Other service activities,low,Synthetic classification.,dev_peru_112
799,repo_799,dev_peru_113/repo_799,{'login': 'dev_peru_113'},A Rust project for industry I.,Rust,"['rust', 'peru']",8,1,8,18,2020-08-05T00:00:00Z,2030-02-19T00:00:00Z,2027-10-01T00:00:00Z,{'name': 'MIT'},"# Repo 799
A demo project.",{'Rust': 46155},False,P,Education,low,Synthetic classification.,dev_peru_113
800,repo_800,dev_peru_113/repo_800,{'login': 'dev_peru_113'},A R project for industry E.,R,"['r', 'peru']",26,8,26,16,2016-06-04T00:00:00Z,2028-06-08T00:00:00Z,2030-12-22T00:00:00Z,,"# Repo 800
A demo project.",{'R': 47171},False,Q,Human health and social work,low,Synthetic classification.,dev_peru_113
801,repo_801,dev_peru_113/repo_801,{'login': 'dev_peru_113'},A JavaScript project for industry O.,JavaScript,"['javascript', 'peru']",27,7,27,15,2015-05-14T00:00:00Z,2031-05-16T00:00:00Z,2024-10-04T00:00:00Z,{'name': 'MIT'},"# Repo 801
A demo project.",{'JavaScript': 25204},False,D,"Electricity, gas, steam supply",low,Synthetic classification.,dev_peru_113
802,repo_802,dev_peru_113/repo_802,{'login': 'dev_peru_113'},A Swift project for industry D.,Swift,"['swift', 'peru']",1,0,1,11,2021-05-30T00:00:00Z,2026-04-01T00:00:00Z,2023-06-14T00:00:00Z,{'name': 'MIT'},"# Repo 802
A demo project.",{'Swift': 8716},False,L,Real estate activities,medium,Synthetic classification.,dev_peru_113
803,repo_803,dev_peru_113/repo_803,{'login': 'dev_peru_113'},A PHP project for industry P.,PHP,"['php', 'peru']",4,0,4,0,2023-11-15T00:00:00Z,2024-08-08T00:00:00Z,2024-08-05T00:00:00Z,{'name': 'MIT'},"# Repo 803
A demo project.",{'PHP': 28640},False,B,Mining and quarrying,medium,Synthetic classification.,dev_peru_113
804,repo_804,dev_peru_113/repo_804,{'login': 'dev_peru_113'},A C++ project for industry P.,C++,"['c++', 'peru']",27,3,27,0,2016-05-16T00:00:00Z,2029-02-20T00:00:00Z,2026-11-29T00:00:00Z,,"# Repo 804
A demo project.",{'C++': 3928},False,N,Administrative and support activities,medium,Synthetic classification.,dev_peru_113
805,repo_805,dev_peru_113/repo_805,{'login': 'dev_peru_113'},A Go project for industry O.,Go,"['go', 'peru']",9,1,9,10,2023-10-06T00:00:00Z,2027-03-26T00:00:00Z,2028-04-30T00:00:00Z,{'name': 'MIT'},"# Repo 805
A demo project.",{'Go': 40695},False,E,Water supply; sewerage,high,Synthetic classification.,dev_peru_113
806,repo_806,dev_peru_113/repo_806,{'login': 'dev_peru_113'},A Dart project for industry O.,Dart,"['dart', 'peru']",4,1,4,14,2016-09-02T00:00:00Z,2032-09-18T00:00:00Z,2031-03-01T00:00:00Z,,"# Repo 806
A demo project.",{'Dart': 41944},False,T,Activities of households,medium,Synthetic classification.,dev_peru_113
807,repo_807,dev_peru_113/repo_807,{'login': 'dev_peru_113'},A R project for industry M.,R,"['r', 'peru']",7,0,7,10,2021-01-24T00:00:00Z,2023-07-07T00:00:00Z,2033-09-29T00:00:00Z,{'name': 'MIT'},"# Repo 807
A demo project.",{'R': 30038},False,I,Accommodation and food services,low,Synthetic classification.,dev_peru_113
808,repo_808,dev_peru_114/repo_808,{'login': 'dev_peru_114'},A Swift project for industry A.,Swift,"['swift', 'peru']",1,0,1,18,2022-01-24T00:00:00Z,2031-12-06T00:00:00Z,2031-08-27T00:00:00Z,{'name': 'MIT'},"# Repo 808
A demo project.",{'Swift': 37768},False,U,Extraterritorial organizations,high,Synthetic classification.,dev_peru_114
809,repo_809,dev_peru_114/repo_809,{'login': 'dev_peru_114'},A Ruby project for industry G.,Ruby,"['ruby', 'peru']",5,1,5,19,2021-01-28T00:00:00Z,2029-06-20T00:00:00Z,2031-07-01T00:00:00Z,,"# Repo 809
A demo project.",{'Ruby': 38371},False,Q,Human health and social work,high,Synthetic classification.,dev_peru_114
810,repo_810,dev_peru_115/repo_810,{'login': 'dev_peru_115'},A Dart project for industry D.,Dart,"['dart', 'peru']",28,10,28,17,2017-01-06T00:00:00Z,2033-10-16T00:00:00Z,2023-03-19T00:00:00Z,,"# Repo 810
A demo project.",{'Dart': 14487},False,H,Transportation and storage,low,Synthetic classification.,dev_peru_115
811,repo_811,dev_peru_115/repo_811,{'login': 'dev_peru_115'},A Swift project for industry O.,Swift,"['swift', 'peru']",32,11,32,2,2024-01-19T00:00:00Z,2028-12-25T00:00:00Z,2029-10-21T00:00:00Z,,"# Repo 811
A demo project.",{'Swift': 39593},False,B,Mining and quarrying,medium,Synthetic classification.,dev_peru_115
812,repo_812,dev_peru_115/repo_812,{'login': 'dev_peru_115'},A Swift project for industry K.,Swift,"['swift', 'peru']",1,0,1,13,2017-01-09T00:00:00Z,2027-08-27T00:00:00Z,2023-04-09T00:00:00Z,{'name': 'MIT'},"# Repo 812
A demo project.",{'Swift': 21799},False,M,"Professional, scientific activities",medium,Synthetic classification.,dev_peru_115
813,repo_813,dev_peru_115/repo_813,{'login': 'dev_peru_115'},A JavaScript project for industry D.,JavaScript,"['javascript', 'peru']",41,3,41,17,2016-11-19T00:00:00Z,2026-03-14T00:00:00Z,2024-08-12T00:00:00Z,,"# Repo 813
A demo project.",{'JavaScript': 6873},False,E,Water supply; sewerage,medium,Synthetic classification.,dev_peru_115
814,repo_814,dev_peru_115/repo_814,{'login': 'dev_peru_115'},A R project for industry B.,R,"['r', 'peru']",43,12,43,19,2025-10-11T00:00:00Z,2026-08-25T00:00:00Z,2025-01-13T00:00:00Z,,"# Repo 814
A demo project.",{'R': 4833},False,J,Information and communication,medium,Synthetic classification.,dev_peru_115
815,repo_815,dev_peru_115/repo_815,{'login': 'dev_peru_115'},A JavaScript project for industry N.,JavaScript,"['javascript', 'peru']",13,2,13,10,2017-11-22T00:00:00Z,2027-03-19T00:00:00Z,2033-07-23T00:00:00Z,{'name': 'MIT'},"# Repo 815
A demo project.",{'JavaScript': 8927},False,B,Mining and quarrying,high,Synthetic classification.,dev_peru_115
816,repo_816,dev_peru_115/repo_816,{'login': 'dev_peru_115'},A Java project for industry S.,Java,"['java', 'peru']",9,2,9,7,2020-07-12T00:00:00Z,2028-09-14T00:00:00Z,2031-06-09T00:00:00Z,{'name': 'MIT'},"# Repo 816
A demo project.",{'Java': 8541},False,I,Accommodation and food services,high,Synthetic classification.,dev_peru_115
817,repo_817,dev_peru_115/repo_817,{'login': 'dev_peru_115'},A PHP project for industry N.,PHP,"['php', 'peru']",0,0,0,2,2020-06-06T00:00:00Z,2023-04-29T00:00:00Z,2027-07-28T00:00:00Z,{'name': 'MIT'},"# Repo 817
A demo project.",{'PHP': 2220},False,I,Accommodation and food services,low,Synthetic classification.,dev_peru_115
818,repo_818,dev_peru_116/repo_818,{'login': 'dev_peru_116'},A Ruby project for industry R.,Ruby,"['ruby', 'peru']",3,0,3,20,2023-10-22T00:00:00Z,2024-05-29T00:00:00Z,2026-06-01T00:00:00Z,{'name': 'MIT'},"# Repo 818
A demo project.",{'Ruby': 30227},False,C,Manufacturing,low,Synthetic classification.,dev_peru_116
819,repo_819,dev_peru_116/repo_819,{'login': 'dev_peru_116'},A Dart project for industry E.,Dart,"['dart', 'peru']",2,0,2,11,2021-01-22T00:00:00Z,2024-11-19T00:00:00Z,2031-10-09T00:00:00Z,,"# Repo 819
A demo project.",{'Dart': 28771},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_116
820,repo_820,dev_peru_116/repo_820,{'login': 'dev_peru_116'},A Python project for industry O.,Python,"['python', 'peru']",21,1,21,19,2018-03-30T00:00:00Z,2030-04-28T00:00:00Z,2033-11-25T00:00:00Z,,"# Repo 820
A demo project.",{'Python': 4943},False,P,Education,medium,Synthetic classification.,dev_peru_116
821,repo_821,dev_peru_116/repo_821,{'login': 'dev_peru_116'},A Go project for industry M.,Go,"['go', 'peru']",6,0,6,11,2024-06-12T00:00:00Z,2030-02-02T00:00:00Z,2025-05-21T00:00:00Z,{'name': 'MIT'},"# Repo 821
A demo project.",{'Go': 34444},False,J,Information and communication,high,Synthetic classification.,dev_peru_116
822,repo_822,dev_peru_116/repo_822,{'login': 'dev_peru_116'},A TypeScript project for industry S.,TypeScript,"['typescript', 'peru']",65,20,65,2,2018-05-16T00:00:00Z,2024-01-03T00:00:00Z,2027-06-08T00:00:00Z,{'name': 'MIT'},"# Repo 822
A demo project.",{'TypeScript': 10152},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_116
