repo_id,repo_name,industry_code,industry_name,confidence,reasoning
960,repo_960,E,Water supply; sewerage,low,Synthetic classification.
961,repo_961,Q,Human health and social work,medium,Synthetic classification.
962,repo_962,Q,Human health and social work,medium,Synthetic classification.
963,repo_963,T,Activities of households,low,Synthetic classification.
964,repo_964,E,Water supply; sewerage,low,Synthetic classification.
965,repo_965,I,Accommodation and food services,medium,Synthetic classification.
966,repo_966,E,Water supply; sewerage,low,Synthetic classification.
967,repo_967,U,Extraterritorial organizations,low,Synthetic classification.
968,repo_968,H,Transportation and storage,high,Synthetic classification.
969,repo_969,K,Financial and insurance activities,medium,Synthetic classification.
970,repo_970,M,"Professional, scientific activities",high,Synthetic classification.
971,repo_971,D,"Electricity, gas, steam supply",low,Synthetic classification.
972,repo_972,K,Financial and insurance activities,medium,Synthetic classification.
973,repo_973,E,Water supply; sewerage,medium,Synthetic classification.
974,repo_974,U,Extraterritorial organizations,medium,Synthetic classification.
975,repo_975,O,Public administration and defense,low,Synthetic classification.
976,repo_976,J,Information and communication,low,Synthetic classification.
977,repo_977,C,Manufacturing,low,Synthetic classification.
978,repo_978,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
979,repo_979,D,"Electricity, gas, steam supply",medium,Synthetic classification.
980,repo_980,Q,Human health and social work,low,Synthetic classification.
981,repo_981,F,Construction,high,Synthetic classification.
982,repo_982,L,Real estate activities,high,Synthetic classification.
983,repo_983,P,Education,medium,Synthetic classification.
984,repo_984,Q,Human health and social work,high,Synthetic classification.
985,repo_985,L,Real estate activities,high,Synthetic classification.
986,repo_986,C,Manufacturing,low,Synthetic classification.
987,repo_987,M,"Professional, scientific activities",medium,Synthetic classification.
988,repo_988,O,Public administration and defense,high,Synthetic classification.
989,repo_989,G,Wholesale and retail trade,medium,Synthetic classification.
990,repo_990,I,Accommodation and food services,high,Synthetic classification.
991,repo_991,Q,Human health and social work,low,Synthetic classification.
992,repo_992,E,Water supply; sewerage,medium,Synthetic classification.
993,repo_993,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
994,repo_994,Q,Human health and social work,high,Synthetic classification.
995,repo_995,P,Education,low,Synthetic classification.
996,repo_996,H,Transportation and storage,high,Synthetic classification.
997,repo_997,C,Manufacturing,high,Synthetic classification.
998,repo_998,N,Administrative and support activities,low,Synthetic classification.
999,repo_999,K,Financial and insurance activities,high,Synthetic classification.
1000,repo_1000,D,"Electricity, gas, steam supply",medium,Synthetic classification.
1001,repo_1001,R,"Arts, entertainment and recreation",high,Synthetic classification.
1002,repo_1002,G,Wholesale and retail trade,low,Synthetic classification.
1003,repo_1003,U,Extraterritorial organizations,high,Synthetic classification.
1004,repo_1004,P,Education,high,Synthetic classification.
1005,repo_1005,L,Real estate activities,medium,Synthetic classification.
1006,repo_1006,A,"Agriculture, forestry and fishing",high,Synthetic classification.
1007,repo_1007,G,Wholesale and retail trade,low,Synthetic classification.
1008,repo_1008,M,"Professional, scientific activities",low,Synthetic classification.
1009,repo_1009,S,Other service activities,low,Synthetic classification.
1010,repo_1010,H,Transportation and storage,medium,Synthetic classification.
1011,repo_1011,U,Extraterritorial organizations,high,Synthetic classification.
1012,repo_1012,A,"Agriculture, forestry and fishing",low,Synthetic classification.
1013,repo_1013,E,Water supply; sewerage,medium,Synthetic classification.
1014,repo_1014,I,Accommodation and food services,high,Synthetic classification.
1015,repo_1015,I,Accommodation and food services,low,Synthetic classification.
1016,repo_1016,M,"Professional, scientific activities",high,Synthetic classification.
1017,repo_1017,O,Public administration and defense,high,Synthetic classification.
1018,repo_1018,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
1019,repo_1019,O,Public administration and defense,low,Synthetic classification.
1020,repo_1020,M,"Professional, scientific activities",medium,Synthetic classification.
1021,repo_1021,I,Accommodation and food services,high,Synthetic classification.
1022,repo_1022,C,Manufacturing,high,Synthetic classification.
1023,repo_1023,H,Transportation and storage,high,Synthetic classification.
1024,repo_1024,D,"Electricity, gas, steam supply",low,Synthetic classification.
1025,repo_1025,U,Extraterritorial organizations,medium,Synthetic classification.
1026,repo_1026,L,Real estate activities,high,Synthetic classification.
1027,repo_1027,Q,Human health and social work,medium,Synthetic classification.
1028,repo_1028,L,Real estate activities,high,Synthetic classification.
1029,repo_1029,E,Water supply; sewerage,low,Synthetic classification.
1030,repo_1030,D,"Electricity, gas, steam supply",low,Synthetic classification.
1031,repo_1031,L,Real estate activities,medium,Synthetic classification.
1032,repo_1032,H,Transportation and storage,medium,Synthetic classification.
1033,repo_1033,S,Other service activities,low,Synthetic classification.
1034,repo_1034,L,Real estate activities,low,Synthetic classification.
1035,repo_1035,J,Information and communication,medium,Synthetic classification.
1036,repo_1036,E,Water supply; sewerage,high,Synthetic classification.
1037,repo_1037,D,"Electricity, gas, steam supply",low,Synthetic classification.
1038,repo_1038,C,Manufacturing,high,Synthetic classification.
1039,repo_1039,J,Information and communication,medium,Synthetic classification.
1040,repo_1040,B,Mining and quarrying,low,Synthetic classification.
1041,repo_1041,R,"Arts, entertainment and recreation",low,Synthetic classification.
1042,repo_1042,I,Accommodation and food services,high,Synthetic classification.
1043,repo_1043,R,"Arts, entertainment and recreation",low,Synthetic classification.
1044,repo_1044,F,Construction,high,Synthetic classification.
1045,repo_1045,K,Financial and insurance activities,high,Synthetic classification.
1046,repo_1046,G,Wholesale and retail trade,low,Synthetic classification.
1047,repo_1047,P,Education,high,Synthetic classification.
1048,repo_1048,G,Wholesale and retail trade,medium,Synthetic classification.
1049,repo_1049,Q,Human health and social work,high,Synthetic classification.
1050,repo_1050,J,Information and communication,high,Synthetic classification.
1051,repo_1051,U,Extraterritorial organizations,high,Synthetic classification.
1052,repo_1052,O,Public administration and defense,high,Synthetic classification.
1053,repo_1053,H,Transportation and storage,high,Synthetic classification.
1054,repo_1054,J,Information and communication,low,Synthetic classification.
1055,repo_1055,F,Construction,high,Synthetic classification.
1056,repo_1056,P,Education,medium,Synthetic classification.
1057,repo_1057,L,Real estate activities,medium,Synthetic classification.
1058,repo_1058,L,Real estate activities,high,Synthetic classification.
1059,repo_1059,B,Mining and quarrying,low,Synthetic classification.
1060,repo_1060,S,Other service activities,medium,Synthetic classification.
1061,repo_1061,R,"Arts, entertainment and recreation",medium,Synthetic classification.
1062,repo_1062,K,Financial and insurance activities,medium,Synthetic classification.
1063,repo_1063,E,Water supply; sewerage,low,Synthetic classification.
1064,repo_1064,P,Education,high,Synthetic classification.
1065,repo_1065,C,Manufacturing,medium,Synthetic classification.
1066,repo_1066,B,Mining and quarrying,high,Synthetic classification.
1067,repo_1067,R,"Arts, entertainment and recreation",low,Synthetic classification.
1068,repo_1068,G,Wholesale and retail trade,high,Synthetic classification.
1069,repo_1069,K,Financial and insurance activities,high,Synthetic classification.
1070,repo_1070,N,Administrative and support activities,medium,Synthetic classification.
1071,repo_1071,B,Mining and quarrying,high,Synthetic classification.
1072,repo_1072,G,Wholesale and retail trade,high,Synthetic classification.
1073,repo_1073,Q,Human health and social work,high,Synthetic classification.
1074,repo_1074,Q,Human health and social work,medium,Synthetic classification.
1075,repo_1075,N,Administrative and support activities,medium,Synthetic classification.
1076,repo_1076,C,Manufacturing,high,Synthetic classification.
1077,repo_1077,D,"Electricity, gas, steam supply",low,Synthetic classification.
1078,repo_1078,R,"Arts, entertainment and recreation",medium,Synthetic classification.
1079,repo_1079,U,Extraterritorial organizations,low,Synthetic classification.
1080,repo_1080,J,Information and communication,medium,Synthetic classification.
1081,repo_1081,T,Activities of households,medium,Synthetic classification.
1082,repo_1082,U,Extraterritorial organizations,medium,Synthetic classification.
1083,repo_1083,F,Construction,medium,Synthetic classification.
1084,repo_1084,U,Extraterritorial organizations,low,Synthetic classification.
1085,repo_1085,C,Manufacturing,high,Synthetic classification.
1086,repo_1086,S,Other service activities,medium,Synthetic classification.
1087,repo_1087,U,Extraterritorial organizations,high,Synthetic classification.
1088,repo_1088,E,Water supply; sewerage,low,Synthetic classification.
1089,repo_1089,E,Water supply; sewerage,medium,Synthetic classification.
1090,repo_1090,M,"Professional, scientific activities",high,Synthetic classification.
1091,repo_1091,N,Administrative and support activities,medium,Synthetic classification.
1092,repo_1092,U,Extraterritorial organizations,low,Synthetic classification.
1093,repo_1093,Q,Human health and social work,low,Synthetic classification.
1094,repo_1094,G,Wholesale and retail trade,medium,Synthetic classification.
1095,repo_1095,I,Accommodation and food services,medium,Synthetic classification.
1096,repo_1096,P,Education,medium,Synthetic classification.
1097,repo_1097,I,Accommodation and food services,medium,Synthetic classification.
1098,repo_1098,N,Administrative and support activities,medium,Synthetic classification.
1099,repo_1099,S,Other service activities,medium,Synthetic classification.
1100,repo_1100,N,Administrative and support activities,medium,Synthetic classification.
1101,repo_1101,N,Administrative and support activities,high,Synthetic classification.
1102,repo_1102,K,Financial and insurance activities,low,Synthetic classification.
1103,repo_1103,C,Manufacturing,medium,Synthetic classification.
1104,repo_1104,C,Manufacturing,low,Synthetic classification.
1105,repo_1105,P,Education,high,Synthetic classification.
1106,repo_1106,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
1107,repo_1107,B,Mining and quarrying,low,Synthetic classification.
1108,repo_1108,J,Information and communication,medium,Synthetic classification.
1109,repo_1109,M,"Professional, scientific activities",medium,Synthetic classification.
1110,repo_1110,D,"Electricity, gas, steam supply",high,Synthetic classification.
1111,repo_1111,F,Construction,high,Synthetic classification.
1112,repo_1112,B,Mining and quarrying,high,Synthetic classification.
1113,repo_1113,I,Accommodation and food services,low,Synthetic classification.
1114,repo_1114,N,Administrative and support activities,low,Synthetic classification.
1115,repo_1115,K,Financial and insurance activities,low,Synthetic classification.
1116,repo_1116,U,Extraterritorial organizations,low,Synthetic classification.
1117,repo_1117,G,Wholesale and retail trade,medium,Synthetic classification.
1118,repo_1118,Q,Human health and social work,medium,Synthetic classification.
1119,repo_1119,H,Transportation and storage,medium,Synthetic classification.
1120,repo_1120,N,Administrative and support activities,high,Synthetic classification.
1121,repo_1121,D,"Electricity, gas, steam supply",high,Synthetic classification.
1122,repo_1122,I,Accommodation and food services,high,Synthetic classification.
1123,repo_1123,O,Public administration and defense,medium,Synthetic classification.
1124,repo_1124,M,"Professional, scientific activities",high,Synthetic classification.
1125,repo_1125,H,Transportation and storage,high,Synthetic classification.
1126,repo_1126,H,Transportation and storage,low,Synthetic classification.
1127,repo_1127,I,Accommodation and food services,medium,Synthetic classification.
1128,repo_1128,A,"Agriculture, forestry and fishing",high,Synthetic classification.
1129,repo_1129,F,Construction,medium,Synthetic classification.
1130,repo_1130,P,Education,medium,Synthetic classification.
1131,repo_1131,L,Real estate activities,medium,Synthetic classification.
1132,repo_1132,J,Information and communication,high,Synthetic classification.
1133,repo_1133,P,Education,low,Synthetic classification.
1134,repo_1134,J,Information and communication,low,Synthetic classification.
1135,repo_1135,A,"Agriculture, forestry and fishing",high,Synthetic classification.
1136,repo_1136,N,Administrative and support activities,medium,Synthetic classification.
1137,repo_1137,R,"Arts, entertainment and recreation",medium,Synthetic classification.
1138,repo_1138,J,Information and communication,high,Synthetic classification.
1139,repo_1139,J,Information and communication,high,Synthetic classification.
1140,repo_1140,R,"Arts, entertainment and recreation",low,Synthetic classification.
1141,repo_1141,J,Information and communication,low,Synthetic classification.
1142,repo_1142,E,Water supply; sewerage,medium,Synthetic classification.
1143,repo_1143,G,Wholesale and retail trade,medium,Synthetic classification.
1144,repo_1144,M,"Professional, scientific activities",medium,Synthetic classification.
1145,repo_1145,N,Administrative and support activities,low,Synthetic classification.
1146,repo_1146,J,Information and communication,high,Synthetic classification.
1147,repo_1147,D,"Electricity, gas, steam supply",high,Synthetic classification.
1148,repo_1148,N,Administrative and support activities,medium,Synthetic classification.
1149,repo_1149,C,Manufacturing,high,Synthetic classification.
1150,repo_1150,J,Information and communication,high,Synthetic classification.
1151,repo_1151,O,Public administration and defense,high,Synthetic classification.
1152,repo_1152,P,Education,low,Synthetic classification.
1153,repo_1153,G,Wholesale and retail trade,low,Synthetic classification.
1154,repo_1154,J,Information and communication,low,Synthetic classification.
1155,repo_1155,E,Water supply; sewerage,low,Synthetic classification.
1156,repo_1156,M,"Professional, scientific activities",high,Synthetic classification.
1157,repo_1157,O,Public administration and defense,low,Synthetic classification.
1158,repo_1158,H,Transportation and storage,high,Synthetic classification.
1159,repo_1159,P,Education,medium,Synthetic classification.
1160,repo_1160,J,Information and communication,medium,Synthetic classification.
1161,repo_1161,T,Activities of households,medium,Synthetic classification.
1162,repo_1162,F,Construction,medium,Synthetic classification.
1163,repo_1163,C,Manufacturing,high,Synthetic classification.
1164,repo_1164,I,Accommodation and food services,low,Synthetic classification.
1165,repo_1165,F,Construction,low,Synthetic classification.
1166,repo_1166,L,Real estate activities,low,Synthetic classification.
1167,repo_1167,D,"Electricity, gas, steam supply",medium,Synthetic classification.
1168,repo_1168,N,Administrative and support activities,high,Synthetic classification.
1169,repo_1169,T,Activities of households,low,Synthetic classification.
1170,repo_1170,S,Other service activities,low,Synthetic classification.
1171,repo_1171,N,Administrative and support activities,low,Synthetic classification.
1172,repo_1172,B,Mining and quarrying,high,Synthetic classification.
1173,repo_1173,U,Extraterritorial organizations,low,Synthetic classification.
1174,repo_1174,R,"Arts, entertainment and recreation",high,Synthetic classification.
1175,repo_1175,Q,Human health and social work,medium,Synthetic classification.
1176,repo_1176,I,Accommodation and food services,medium,Synthetic classification.
1177,repo_1177,T,Activities of households,low,Synthetic classification.
1178,repo_1178,U,Extraterritorial organizations,high,Synthetic classification.
1179,repo_1179,K,Financial and insurance activities,low,Synthetic classification.
1180,repo_1180,C,Manufacturing,medium,Synthetic classification.
1181,repo_1181,D,"Electricity, gas, steam supply",high,Synthetic classification.
1182,repo_1182,A,"Agriculture, forestry and fishing",high,Synthetic classification.
1183,repo_1183,A,"Agriculture, forestry and fishing",low,Synthetic classification.
1184,repo_1184,O,Public administration and defense,high,Synthetic classification.
1185,repo_1185,H,Transportation and storage,high,Synthetic classification.
1186,repo_1186,H,Transportation and storage,high,Synthetic classification.
1187,repo_1187,H,Transportation and storage,medium,Synthetic classification.
1188,repo_1188,G,Wholesale and retail trade,medium,Synthetic classification.
1189,repo_1189,J,Information and communication,low,Synthetic classification.
1190,repo_1190,N,Administrative and support activities,low,Synthetic classification.
1191,repo_1191,R,"Arts, entertainment and recreation",high,Synthetic classification.
1192,repo_1192,D,"Electricity, gas, steam supply",high,Synthetic classification.
1193,repo_1193,B,Mining and quarrying,medium,Synthetic classification.
1194,repo_1194,G,Wholesale and retail trade,medium,Synthetic classification.
1195,repo_1195,A,"Agriculture, forestry and fishing",low,Synthetic classification.
1196,repo_1196,N,Administrative and support activities,medium,Synthetic classification.
1197,repo_1197,J,Information and communication,low,Synthetic classification.
1198,repo_1198,H,Transportation and storage,high,Synthetic classification.
1199,repo_1199,M,"Professional, scientific activities",high,Synthetic classification.
1200,repo_1200,D,"Electricity, gas, steam supply",medium,Synthetic classification.
1201,repo_1201,B,Mining and quarrying,medium,Synthetic classification.
1202,repo_1202,T,Activities of households,low,Synthetic classification.
1203,repo_1203,E,Water supply; sewerage,high,Synthetic classification.
1204,repo_1204,Q,Human health and social work,medium,Synthetic classification.
1205,repo_1205,A,"Agriculture, forestry and fishing",low,Synthetic classification.
1206,repo_1206,C,Manufacturing,low,Synthetic classification.
1207,repo_1207,N,Administrative and support activities,high,Synthetic classification.
1208,repo_1208,N,Administrative and support activities,low,Synthetic classification.
1209,repo_1209,S,Other service activities,high,Synthetic classification.
1210,repo_1210,L,Real estate activities,high,Synthetic classification.
1211,repo_1211,S,Other service activities,low,Synthetic classification.
1212,repo_1212,T,Activities of households,medium,Synthetic classification.
1213,repo_1213,K,Financial and insurance activities,high,Synthetic classification.
1214,repo_1214,H,Transportation and storage,medium,Synthetic classification.
1215,repo_1215,U,Extraterritorial organizations,medium,Synthetic classification.
1216,repo_1216,H,Transportation and storage,medium,Synthetic classification.
1217,repo_1217,C,Manufacturing,medium,Synthetic classification.
1218,repo_1218,O,Public administration and defense,high,Synthetic classification.
1219,repo_1219,B,Mining and quarrying,medium,Synthetic classification.
1220,repo_1220,L,Real estate activities,high,Synthetic classification.
1221,repo_1221,S,Other service activities,low,Synthetic classification.
1222,repo_1222,U,Extraterritorial organizations,medium,Synthetic classification.
1223,repo_1223,Q,Human health and social work,high,Synthetic classification.
1224,repo_1224,O,Public administration and defense,high,Synthetic classification.
1225,repo_1225,Q,Human health and social work,low,Synthetic classification.
1226,repo_1226,B,Mining and quarrying,low,Synthetic classification.
1227,repo_1227,J,Information and communication,high,Synthetic classification.
1228,repo_1228,T,Activities of households,high,Synthetic classification.
1229,repo_1229,A,"Agriculture, forestry and fishing",low,Synthetic classification.
1230,repo_1230,L,Real estate activities,high,Synthetic classification.
1231,repo_1231,J,Information and communication,high,Synthetic classification.
1232,repo_1232,I,Accommodation and food services,low,Synthetic classification.
1233,repo_1233,F,Construction,low,Synthetic classification.
1234,repo_1234,N,Administrative and support activities,high,Synthetic classification.
1235,repo_1235,B,Mining and quarrying,low,Synthetic classification.
1236,repo_1236,I,Accommodation and food services,medium,Synthetic classification.
1237,repo_1237,Q,Human health and social work,low,Synthetic classification.
1238,repo_1238,B,Mining and quarrying,medium,Synthetic classification.
1239,repo_1239,F,Construction,medium,Synthetic classification.
1240,repo_1240,D,"Electricity, gas, steam supply",high,Synthetic classification.
1241,repo_1241,D,"Electricity, gas, steam supply",high,Synthetic classification.
1242,repo_1242,P,Education,low,Synthetic classification.
1243,repo_1243,B,Mining and quarrying,low,Synthetic classification.
1244,repo_1244,I,Accommodation and food services,medium,Synthetic classification.
1245,repo_1245,R,"Arts, entertainment and recreation",high,Synthetic classification.
1246,repo_1246,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
1247,repo_1247,Q,Human health and social work,high,Synthetic classification.
1248,repo_1248,L,Real estate activities,medium,Synthetic classification.
1249,repo_1249,D,"Electricity, gas, steam supply",low,Synthetic classification.
1250,repo_1250,H,Transportation and storage,high,Synthetic classification.
1251,repo_1251,C,Manufacturing,high,Synthetic classification.
1252,repo_1252,D,"Electricity, gas, steam supply",low,Synthetic classification.
1253,repo_1253,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
1254,repo_1254,N,Administrative and support activities,high,Synthetic classification.
1255,repo_1255,H,Transportation and storage,medium,Synthetic classification.
1256,repo_1256,S,Other service activities,high,Synthetic classification.
1257,repo_1257,U,Extraterritorial organizations,high,Synthetic classification.
1258,repo_1258,P,Education,low,Synthetic classification.
1259,repo_1259,K,Financial and insurance activities,high,Synthetic classification.
1260,repo_1260,R,"Arts, entertainment and recreation",medium,Synthetic classification.
1261,repo_1261,C,Manufacturing,high,Synthetic classification.
1262,repo_1262,F,Construction,high,Synthetic classification.
1263,repo_1263,P,Education,high,Synthetic classification.
1264,repo_1264,I,Accommodation and food services,low,Synthetic classification.
1265,repo_1265,G,Wholesale and retail trade,low,Synthetic classification.
1266,repo_1266,E,Water supply; sewerage,high,Synthetic classification.
1267,repo_1267,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
1268,repo_1268,T,Activities of households,high,Synthetic classification.
1269,repo_1269,J,Information and communication,medium,Synthetic classification.
1270,repo_1270,U,Extraterritorial organizations,low,Synthetic classification.
1271,repo_1271,D,"Electricity, gas, steam supply",high,Synthetic classification.
1272,repo_1272,I,Accommodation and food services,low,Synthetic classification.
1273,repo_1273,C,Manufacturing,low,Synthetic classification.
1274,repo_1274,Q,Human health and social work,medium,Synthetic classification.
1275,repo_1275,M,"Professional, scientific activities",medium,Synthetic classification.
1276,repo_1276,F,Construction,low,Synthetic classification.
1277,repo_1277,D,"Electricity, gas, steam supply",low,Synthetic classification.
1278,repo_1278,L,Real estate activities,low,Synthetic classification.
1279,repo_1279,G,Wholesale and retail trade,medium,Synthetic classification.
1280,repo_1280,Q,Human health and social work,high,Synthetic classification.
1281,repo_1281,I,Accommodation and food services,medium,Synthetic classification.
1282,repo_1282,U,Extraterritorial organizations,medium,Synthetic classification.
1283,repo_1283,E,Water supply; sewerage,low,Synthetic classification.
1284,repo_1284,U,Extraterritorial organizations,low,Synthetic classification.
1285,repo_1285,K,Financial and insurance activities,low,Synthetic classification.
1286,repo_1286,M,"Professional, scientific activities",medium,Synthetic classification.
1287,repo_1287,I,Accommodation and food services,high,Synthetic classification.
1288,repo_1288,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
1289,repo_1289,O,Public administration and defense,high,Synthetic classification.
1290,repo_1290,F,Construction,high,Synthetic classification.
1291,repo_1291,E,Water supply; sewerage,medium,Synthetic classification.
1292,repo_1292,G,Wholesale and retail trade,medium,Synthetic classification.
1293,repo_1293,S,Other service activities,medium,Synthetic classification.
1294,repo_1294,S,Other service activities,medium,Synthetic classification.
1295,repo_1295,K,Financial and insurance activities,low,Synthetic classification.
1296,repo_1296,I,Accommodation and food services,high,Synthetic classification.
1297,repo_1297,S,Other service activities,medium,Synthetic classification.
1298,repo_1298,N,Administrative and support activities,medium,Synthetic classification.
1299,repo_1299,F,Construction,high,Synthetic classification.
1300,repo_1300,H,Transportation and storage,medium,Synthetic classification.
1301,repo_1301,Q,Human health and social work,high,Synthetic classification.
1302,repo_1302,J,Information and communication,low,Synthetic classification.
1303,repo_1303,C,Manufacturing,medium,Synthetic classification.
1304,repo_1304,G,Wholesale and retail trade,high,Synthetic classification.
1305,repo_1305,E,Water supply; sewerage,low,Synthetic classification.
1306,repo_1306,M,"Professional, scientific activities",low,Synthetic classification.
1307,repo_1307,E,Water supply; sewerage,medium,Synthetic classification.
1308,repo_1308,T,Activities of households,medium,Synthetic classification.
1309,repo_1309,L,Real estate activities,medium,Synthetic classification.
1310,repo_1310,H,Transportation and storage,high,Synthetic classification.
1311,repo_1311,N,Administrative and support activities,high,Synthetic classification.
1312,repo_1312,M,"Professional, scientific activities",low,Synthetic classification.
1313,repo_1313,A,"Agriculture, forestry and fishing",high,Synthetic classification.
1314,repo_1314,M,"Professional, scientific activities",medium,Synthetic classification.
1315,repo_1315,Q,Human health and social work,medium,Synthetic classification.
1316,repo_1316,R,"Arts, entertainment and recreation",medium,Synthetic classification.
1317,repo_1317,G,Wholesale and retail trade,low,Synthetic classification.
1318,repo_1318,O,Public administration and defense,medium,Synthetic classification.
1319,repo_1319,R,"Arts, entertainment and recreation",medium,Synthetic classification.
1320,repo_1320,D,"Electricity, gas, steam supply",medium,Synthetic classification.
1321,repo_1321,E,Water supply; sewerage,low,Synthetic classification.
1322,repo_1322,Q,Human health and social work,low,Synthetic classification.
1323,repo_1323,D,"Electricity, gas, steam supply",medium,Synthetic classification.
1324,repo_1324,A,"Agriculture, forestry and fishing",high,Synthetic classification.
1325,repo_1325,S,Other service activities,medium,Synthetic classification.
1326,repo_1326,G,Wholesale and retail trade,medium,Synthetic classification.
1327,repo_1327,J,Information and communication,medium,Synthetic classification.
1328,repo_1328,K,Financial and insurance activities,high,Synthetic classification.
1329,repo_1329,O,Public administration and defense,low,Synthetic classification.
1330,repo_1330,K,Financial and insurance activities,medium,Synthetic classification.
1331,repo_1331,F,Construction,low,Synthetic classification.
1332,repo_1332,C,Manufacturing,high,Synthetic classification.
1333,repo_1333,S,Other service activities,high,Synthetic classification.
1334,repo_1334,P,Education,high,Synthetic classification.
1335,repo_1335,G,Wholesale and retail trade,high,Synthetic classification.
1336,repo_1336,N,Administrative and support activities,medium,Synthetic classification.
1337,repo_1337,U,Extraterritorial organizations,low,Synthetic classification.
1338,repo_1338,J,Information and communication,medium,Synthetic classification.
1339,repo_1339,U,Extraterritorial organizations,high,Synthetic classification.
1340,repo_1340,U,Extraterritorial organizations,high,Synthetic classification.
1341,repo_1341,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
1342,repo_1342,T,Activities of households,low,Synthetic classification.
1343,repo_1343,P,Education,low,Synthetic classification.
1344,repo_1344,H,Transportation and storage,low,Synthetic classification.
1345,repo_1345,F,Construction,high,Synthetic classification.
1346,repo_1346,P,Education,medium,Synthetic classification.
1347,repo_1347,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
1348,repo_1348,L,Real estate activities,medium,Synthetic classification.
1349,repo_1349,I,Accommodation and food services,low,Synthetic classification.
1350,repo_1350,P,Education,high,Synthetic classification.
1351,repo_1351,I,Accommodation and food services,medium,Synthetic classification.
1352,repo_1352,E,Water supply; sewerage,high,Synthetic classification.
1353,repo_1353,F,Construction,low,Synthetic classification.
1354,repo_1354,T,Activities of households,medium,Synthetic classification.
1355,repo_1355,L,Real estate activities,low,Synthetic classification.
1356,repo_1356,U,Extraterritorial organizations,high,Synthetic classification.
1357,repo_1357,F,Construction,low,Synthetic classification.
1358,repo_1358,G,Wholesale and retail trade,high,Synthetic classification.
1359,repo_1359,A,"Agriculture, forestry and fishing",low,Synthetic classification.
1360,repo_1360,U,Extraterritorial organizations,high,Synthetic classification.
1361,repo_1361,B,Mining and quarrying,medium,Synthetic classification.
1362,repo_1362,O,Public administration and defense,high,Synthetic classification.
1363,repo_1363,E,Water supply; sewerage,low,Synthetic classification.
1364,repo_1364,R,"Arts, entertainment and recreation",high,Synthetic classification.
1365,repo_1365,D,"Electricity, gas, steam supply",low,Synthetic classification.
1366,repo_1366,O,Public administration and defense,low,Synthetic classification.
1367,repo_1367,T,Activities of households,medium,Synthetic classification.
1368,repo_1368,I,Accommodation and food services,low,Synthetic classification.
1369,repo_1369,P,Education,high,Synthetic classification.
1370,repo_1370,J,Information and communication,high,Synthetic classification.
1371,repo_1371,G,Wholesale and retail trade,medium,Synthetic classification.
1372,repo_1372,S,Other service activities,low,Synthetic classification.
1373,repo_1373,F,Construction,medium,Synthetic classification.
1374,repo_1374,I,Accommodation and food services,medium,Synthetic classification.
1375,repo_1375,K,Financial and insurance activities,medium,Synthetic classification.
1376,repo_1376,L,Real estate activities,low,Synthetic classification.
1377,repo_1377,I,Accommodation and food services,medium,Synthetic classification.
1378,repo_1378,G,Wholesale and retail trade,high,Synthetic classification.
1379,repo_1379,S,Other service activities,medium,Synthetic classification.
1380,repo_1380,D,"Electricity, gas, steam supply",high,Synthetic classification.
1381,repo_1381,K,Financial and insurance activities,low,Synthetic classification.
1382,repo_1382,H,Transportation and storage,medium,Synthetic classification.
1383,repo_1383,C,Manufacturing,low,Synthetic classification.
1384,repo_1384,H,Transportation and storage,medium,Synthetic classification.
1385,repo_1385,U,Extraterritorial organizations,medium,Synthetic classification.
1386,repo_1386,L,Real estate activities,high,Synthetic classification.
1387,repo_1387,J,Information and communication,low,Synthetic classification.
1388,repo_1388,F,Construction,low,Synthetic classification.
1389,repo_1389,N,Administrative and support activities,medium,Synthetic classification.
1390,repo_1390,O,Public administration and defense,low,Synthetic classification.
1391,repo_1391,A,"Agriculture, forestry and fishing",high,Synthetic classification.
1392,repo_1392,U,Extraterritorial organizations,low,Synthetic classification.
1393,repo_1393,G,Wholesale and retail trade,high,Synthetic classification.
1394,repo_1394,R,"Arts, entertainment and recreation",medium,Synthetic classification.
1395,repo_1395,I,Accommodation and food services,high,Synthetic classification.
1396,repo_1396,G,Wholesale and retail trade,medium,Synthetic classification.
1397,repo_1397,C,Manufacturing,high,Synthetic classification.
1398,repo_1398,T,Activities of households,medium,Synthetic classification.
1399,repo_1399,I,Accommodation and food services,low,Synthetic classification.
